CASEID,lang,type,q13,q14,q14a,q15,q16,q17,q41,q12,q18,q19,q20,q21,q23,q24,q25,q26,q27,q28,q6pre,q7m1,q7m2,q7m3,q7m4,q8,q9m1,q9m2,q9m3,q9m4,q9m5,q9m6,q10m1,q10m2,q10m3,q10m4,q10m5,q10m6,q11,q36yy,q36mm,q36dd,q31,q38,q32,q33,q35,q35b,q29pr,q29,q39,q40,q6,q22,q30,q1d,q1e,q1f,q1g,q2sav,q2a2,q2b2,q2c2,q2d2,q2e2,q2f2,q2g2,q2h2,q2i2,q2j2,q2k2,q3a,q3c,q3f,q3e,q3h,q3j,q3k,q3l,q3m,sex,age,o4a,o4b,o4c,o4d,ogvtl,ogovb,oothl,opvtl,o4e,o4f,o4g,o4h,o4i,o5a,o5b,o5c,o5d,o5e,o5f,o5e1,o5g,o5j,o5i,o5h,o5k,o5l,o5m,o6a,o6b,o6c,o6d,ochan,n4a,n4b,n4c,n4d,ngvtl,ngovb,nothl,npvtl,n4e,n4f,n4g,n4h,n4i,n5a,n5b,n5c,n5d,n5e,n5f,n5e1,n5g,n5j,n5i,n5h,n5k,n5l,n5m,n6a,n6d,n6b,n6c,nchng,d4a,d4b,d4c,d4d,dgvtl,dgovb,dothl,dpvtl,d4e,d4f,d4g,d4h,d4i,d5a,d5b,d5c,d5d,d5e,d5f,d5e1,d5g,d5j,d5i,d5h,d5k,d5l,d5m,d6a,d6d,d6b,d6c,dhang,j4a,j4b,j4c,j4d,jgvtl,jgovb,jothl,jpvtl,j4e,j4f,j4g,j4h,j4i,j5a,j5b,j5c,j5d,j5e,j5f,j5e1,j5g,j5j,j5i,j5h,j5k,j5l,j5m,j6a,j6d,j6b,j6c,jhang,jgrad,jperf,jabovm1,jabovm2,jabovm3,jabovm4,jbelom1,jbelom2,jbelom3,jbelom4,gasst,f4a,f4b,f4c,f4d,fgvtl,fgovb,fothl,fpvtl,f4e,f4f,f4g,f4h,f4i,f5a,f5b,f5c,f5d,f5e,f5f,f5e1,f5g,f5j,f5i,f5h,f5k,f5l,f5m,f6a,f6d,f6b,f6c,fchn1,fchng,fchn3,fchn4,fwrk,fwrk2,m4a,m4b,m4c,m4d,mgvtl,mgovb,mothl,mpvtl,m4e,m4f,m4g,m4h,m4i,m5a,m5b,m5c,m5d,m5e,m5f,m5e1,m5g,m5j,m5i,m5h,m5k,m5l,m5m,m6a,m6d,m6b,m6c,mchan,mcarv,mcars,mcarg,mcary,mcarm,mmarv,mcomp,mcom3,mcom2,mcom4,mcom5,mcom6,mcom7,melism1,melism2,melism3,melism4,melism5,melism6,melism7,melec,masst,mcage,a4a,a4b,a4c,a4d,agvtl,agovb,aothl,apvtl,a4e,a4f,a4g,a4h,a4i,a5a,a5b,a5c,a5d,a5e,a5f,a5e1,a5g,a5j,a5i,a5h,a5k,a5l,a5m,a6a,a6d,a6b,a6c,achan,aborr,y4a,y4b,y4c,y4d,ygvtl,ygovb,yothl,ypvtl,y4e,y4f,y4g,y4h,y4i,y5a,y5b,y5c,y5d,y5e,y5f,y5e1,y5g,y5j,y5i,y5h,y5k,y5l,y5m,y6a,y6d,y6b,y6c,ychan,yamte,yspex,ycred,ydone,ynxty,ynore,yaend,ybend,wgt,iarea,prov
1269,1, ,1, 6, 6, 2,1,1,2,2,1, 6,1, 6,1, ,2, 0,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1976,11, 6,2, 1,2, ,2, ,2, , 3, 9,   , 2500, 18000,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0, 3000,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  150,    0,  200,    0,1,26,  700,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0, 93, 13, 28, 0,  0,   0, 430,  350,  25,  0,    0,    0,   0,  48,   4,  16,  120,1,  375,   0,   0,  200,   0,   0, 200,    0,    0,    0,   0,   0,    0,  150, 25, 25, 20,  0,  0,  0, 100,  200,   25,   0,    0,   0,   0,  80,  20,   20,  60,1, 600,   0,  50,    0,   0,   0,   0,    0,   0,   0,   0,   0,  70,  150,160,  0, 30,  0,  0,  0,  40, 200,  20,  0,   0,    0,   0, 120,  20,   8, 180,1,  600,  300,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,100,100, 25, 25,  0,  0,  60,  200,  70,  0,   0,   0,   0,  80,  60,   0, 240,1,99,9, , , ,          , , , , ,0, 600,   0,   0,   0,    0,   0, 200,   0,    0,   0,   0,   0,    0,  70,100,  0,   0,  0,  0,   0,  70,  360, 150,  0,    0,    0,  60, 160,   4, 200,  50,1,1, , , 6, 6,  150,   0,   0,   0,   0,   0, 500,    0,   0,   0,   0,   0,   0,   0,100,  0,  0,  0,  0,  0,  40,   60,   40,  0,   0,   0,   0, 200,   0,   0, 160, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    , 200,    0,   0,  0,   0,   0, 400,    0,   0,    0,   0,   0,   0,   0, 60,  0,  15,  0,  0,  0,  20, 200,   20,  0,   0,   0,   0,  80,   0,   0, 100,1,    0, 100,    0,   0,   0,   0,   0, 500,    0,   0,   0,   0,   0,   0,   0,275,  0, 100,150,  0,  0,  20,  200,  40,  0,   0,   0,   0,  80,   0,   0, 120,1,2,1,99999,2,1, ,2,1,0.686710,506,7
1270,1, ,1,98,99, 1,2,1,2,2,2,  ,1,20,1,1,2, 1,2,1,1,1, , ,          ,1, , , , , ,          ,2,3, ,          ,          ,          ,1,    ,  ,99,1, 1,2, ,1, , , , 8, 5,  0, 5000, 80000,    1,    0,  700,    1,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 100,    0,  200,    0,    1,    0,2,  ,    0,  500,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 80, 0,  0,   0,   0,  200,  50,  0,    0,  100,   0,  50,  80, 100,  150,1,  536,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0, 400,    0,    0,  0,  0, 50,  0,  0,  0,   0,   50,  100,   0,    0, 100,   0,  30,  50,   60,  20,2, 781,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0, 200,   0,    0,  0,  0,  0, 10,  0,  0,  30,  50,  25,  0,   0,  200,   0,  25,  50,  15,  10,1, 1000,  140,   0,   40,   0,   0,   0,   0,   0,    0,    0, 250,   0,   0,  0,  0,  0,  0,  0,  0,  50,    0, 120,  0,   0, 250,   0,  15,  50,  25,  15,1, 5,3, , , ,          , , , , ,0,   0,   0,   0,   0, 2670,   0,   0, 490,    0,   0,   0,   0,    0, 300, 44,  0,  45,  0,  0,   0,  88, 1220,  37,  0,    0,    0,   0, 156, 110,  44,    , , , , ,  ,  ,    0,   0,   0,   0, 500,   0,   0,  500,   0,   0,   0,   0,   0, 250, 40,  0, 45,  0,  0,  0,  80,  250,   40,  0,   0,   0,   0, 150, 100,  30,  40, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,   0,    0,   0,  0, 140,   0,   0,  530,   0,    0,   0,   0,   0, 235, 41,  0,  45,  0,  0,  0,  66,  85,   46,  0,   0,   0,   0, 146,  92,  27,  36, ,     ,   0,    0,   0,   0, 195,   0,   0,  435,   0,   0,   0,   0,   0, 230, 35,  0,  45,  0,  0,  0, 112,  133,  37,  0,   0,   0,   0, 137, 110,  26,  35, , , ,     , , , , , ,0.533253,902,8
1271,1,4,1, 4, 3, 3,1,1,2,2,2,  ,2,  , , ,2, 1,2,1,2, , , ,          ,2,1,2,3,4,5,          , , , ,          ,          ,          ,2,1980, 7,22,1, 1,2, ,1, , , , 7, 4,   ,    0, 18000,19000,    0,    0,    0,    0,    0,    0,   0, 5027,    0,    0,    0,    0,    0,    0,    0, 1100,  450,  550, 150,  500, 6000,    0,    0,    0,1,22,    0,    0,   0,    0, 5027,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,200, 0,  0,   0,   0, 1000, 500,  0,    0,    0,   0,  20,  20,   0,    0,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  300,  0,  0, 50, 20,  0,  0,   0,    0,   80,   0,    0,   0,   0,  15,   0,   11,   8,1,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  120,  0,  0, 25, 25,  0,  0,   0,  50,  50,  0,   0,    0,   0,  10,   0,   0,   0,1,    0,  240,   0,    0, 354,3000,   0,   0,   0,    0,    0,   0,   0, 500,  0,  0, 50, 24,  0,  0, 100,  870,  90,  0,   0,   0,  50,  20,   0,   0,  16,1, 7,3, , , ,          , , , , ,1,   0,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 500,  0,  0,  50, 24,  0,   0, 100,   70,  90,  0,    0,    0,  50,  20,   0,  16,  16,1,1, , , 0,17,    0, 240,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 500,  0,  0, 50, 24,  0,  0, 100,   70,   90,  0,   0,   0,  50,  20,   0,   0,  16,1,1, , ,  ,  ,     ,1,1,4,1,1,  50,5,3, , , , , , ,99999,999999,    ,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,  94,  0,  0,  35, 25,  0,100,1200,  90,  200,  0,   0,   0,   0,  50,   0,   0,   0, , 5125,   0,    0,   0,   0,2900,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  31, 44,  0,  0,   0, 2500,   0,  0,   0,   0,   0,  40,   0,   0,   0, ,9,9,    0,2,1, ,1,1,1.402663,613,5
1272,1, ,3,11, 1, 2,1,2,2,2,1,24,1,24,2, ,2, 1,2,2,2, , , ,          ,2,9, , , , ,          , , , ,          ,          ,          ,1,    ,  ,99,1, 1,2, ,1, , , , 4, 4,   , 8000,140000, 6000,    0,  500,    0, 6000,    0,    0,   0, 4000,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,1000,  240, 2000,  600,    0,    0,1,  ,  800,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  100,  0,  0,  0,40,  0,   0, 100,  200,  80,  0,    0,  200,   0,  25,  30, 100,   20, , 1200,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  100,  0,  0,  0, 20, 20,  0,   0,    0,   80,   0,    0,   0,   0, 600,  50,  100, 100, , 800,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  100,  0,  0, 40, 40,  0, 50, 100,   0,  80,  0,  50,  700,   0, 200,  20,  20, 100,1, 2000,  100,   0,  100,   0,   0,   0,   0,   0,    0,    0,   0,   0, 100,  0,  0, 50, 50, 50,  0,   0,  500, 100,  0,   0, 600, 300, 200,  50,  50, 200,1, 4,5, , , ,          ,3, , , ,1, 900,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,200,  40, 40,  0,   0,  50,  300,  60,  0,    0,  200,   0, 200,  25, 100, 100,1,1, , ,24,24,  800,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 100,  0,  0, 40, 40,  0,  0,  80,    0,   80,  0,   0, 200,  50, 100,  60,   6,  20, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,1500,    0,   0,  0,   0,   0, 400,    0,   0,    0,   0,   0,   0, 100,  0,  0,  80, 40, 40,  0, 100,  50,   80,  0,  50,   0,   0, 300, 200,  75, 200,1,    0,1000,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 100,  0,  0,  50, 50,  0,  0,   0,    0,  80,  0,   0,   0,   0, 300,  50, 100, 100, ,9,9,  200,1,2, ,1,1,1.402663,416,5
1273,1,4,1, 3, 3, 1,1,2,2,2,1, 3,1, 5,2, ,1, 1,2,9,1,6, , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,1,1978, 8,19,1, 1,2, ,1, , , , 8, 6,999, 1500,100000,    0,    0,    0,    0, 1000, 1500,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 150,    0,  300,    0,    0,    0,2,24,    0, 1300,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,  50, 1600, 200,  0,    0,    0,   0, 150, 100, 160,  150,1,  200,  50,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,  20,   50,  100,   0,    0,   0,   0, 100, 150,   20,  40, , 400, 100,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,  60, 150,  0,   0,    0,   0, 150,  30,  40,  70,1,  100, 2500,   0, 1000,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,  500, 100,  0,   0,   0,   0, 200,  30,  50,  50,2, 3,2,3, , ,          , , , , ,0,   0,2500,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,  20,  300, 300,  0,    0,    0,   0, 150,  20,  50,  50,1,1, , , 4, 0,    0, 100,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,  20,  100,  150,  0,   0,   0,   0, 100,  30,  30,  30,1,1,1,2,96, 0,    0,1,2,2, , ,    , ,4, , , , , , ,  100,  1500, 0.6,   0,  200,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,  75,  100,  0,   0,   0,   0,  50, 100,  40,  40, ,    0,   0, 1027,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,  19,   84, 169,  0,   0,   0,   0,  91,  55,  35,  35, , , ,     , , , , , ,0.843114,604,1
1274,1,5,1, 7, 4, 1,1,2,2,2,1, 8,1, 8,2, ,1, 2,2,2,1,1, , ,          ,2,9, , , , ,          , , , ,          ,          ,          ,2,1978, 3,28,1, 1,2, ,1, , , ,99,99,  0,99999,999999,18000,    0,    0,    0, 3000,    0,    0,   0, 1800,    0,    0,    0,    0,    0,    0,    0,    0,  200,    0, 100, 1000,  200,    0,    0,    0,2,24,  300,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 40,30,  0,   0, 100,   50, 250,  0,    0,    0,   0,   4,   4,   4,    4, ,  300,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,150, 40,  0,  0, 100,   25,  200,   0,    0,   0,   0, 600,   0,  240, 400, , 300,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 30, 40,  0, 50, 150,  20, 200,  0,   0,    0,   0, 800, 600, 400, 600,1,  300,   50,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 100,  0,  0, 35, 40, 20,  0,  50,   50, 150,  0,   0,   0,   0, 240, 200, 120, 200,1, 2,3, , , ,          , , , , ,1, 500,  50,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,  50, 40,  0,   0,  50,   50, 200,  0,    0,    0,  30, 200, 120,  80,  20, ,1, , , 8,13,  600,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 100,  0,  0, 40, 40, 20,  0,  50,   50,  250,  0,   0,   0,  20, 200,  60, 100, 100,1,1,1,1,10,  ,99999,1,2,3, , ,    , ,1,6, , , , , ,99999,  2000,99.9, 500,    0,   0, 25,   0,   0,   0,    0,   0,    0,   0,   0,   0, 100,  0,  0,  30, 30, 30,  0,  50,  25,  250,  0,1000, 100,   0,  60,  60,  80,  60, , 1500, 600,    0,   0,   0,   0,   0,   0,    0,   0,  20,   0,   0,   0,  50,  0, 20,  30, 30,  0,  0,  50,   20, 250,  0,   0,   0,   0, 400,  80,  80,  80, ,2,3,  300,2,8,1,2,2,1.089205,519,5
1275,1,4,1, 8, 4, 1,1,9,2,2,9,  ,9,  , , ,2, 2,2,9,2, , , ,          ,1, , , , , ,          ,5, , ,          ,          ,          ,1,1975, 6, 9,1, 1,2, ,4,1,1,3, 3, 3,   ,15000, 10000,40000,    0,    0,    0,10000,    0,    0,   0,    0,    0,12000,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,1,27,   38,    0,   0,    0,    0,    1,    1,    0,    0,    0,   0,   0,    0,  300, 60,  0, 15,10,  0,   0, 100,   50,1000,  0,    0,    0,   0, 300,  20, 200,  200,1,    1,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  300, 45,  0, 25, 10,  0,  0,  20,   20,   20,   0,    0,   0,  50, 300,  20,   20, 150, ,  44,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  342, 56,  0, 26, 13,  0,  0,  70,  12, 309,  0,   0,    0,  14, 303,  91,  20, 218, ,  100,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 300, 80,  0, 40, 20,  0,  0, 100,  100,  20,  0,   0,   0,   0, 400, 200,  30, 400,1, 2,2,1, , ,          , , , , ,2, 100,   0,   0,   0,    0,   0,2800,   0,    0,   0,   0,   0,    0, 300, 90,  0,  25, 10,  0,   0, 100,   50,  50,  0,    0,    0,   0, 400,  20, 100, 100,1,1, , ,10,10,  100,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 300,100,  0, 30, 20,  0,  0, 200,    0,  100,  0,   0,   0,   0, 400,  40,  50, 200,1,1, , ,  ,  ,     ,1,1,1,9,1,2068,2,3,4, , , , , ,  300,  5000,    , 100,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,4300, 300, 30,  0,  30, 20,  0,  0, 300,   0,  100,  0,   0,   0,   0, 300,  20,  50,  80, ,    0, 100,    0,   0,   0,   0,   0, 961,    0,   0,   0,   0,   0,3727, 276, 65,  0,  28, 17,  0,  0, 280,    9,  77,  0,   0,   0,   0, 334,  29,  35, 111, , , ,     , , , , , ,1.402663,807,5
1276,1, ,3,11, 1, 1,1,2,2,2,1,20,1,99,1, ,2,99,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,2,    ,  ,99,1, 1,1,1,1, , , ,99,99,   ,99999,999999,    0,    0,  300,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,  300,    0,  200,1000,    0,  560,    0,    0,    0,1,  ,  200,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  225,  0,  0,  0, 0,  0,   0,   0,  520,  30,  0,    0,    0,   0,    ,    ,    ,     ,1,  400,   0,   0,   10,   0,   0,   0,    0,    0,    0,   0,   0,    0,  225,  0,  0,  0,  0,  0,  0,   0,    0,    0,   0,    0,   0,   0,    ,    ,     ,    ,1,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   50,  0,  0,  0,  0,  0,  0,   0,   0,  30,  0,   0,    0,   0,    ,    ,    ,    ,1,  218,    0,   0,    6,   0,   0,   0,   0,   0,    0,    0,   0,   0, 127,  0,  0,  0,  0,  0,  0,   0,   90,  17,  0,   0,   0,   0,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.402663,905,5
1277,1,5,1, 1, 3, 4,1,1,2,2,1,10,1,10,1, ,2, 1,2,2,2, , , ,          ,2,3, , , , ,          , , , ,          ,          ,          ,1,1976, 7,26,2, 1,2, ,2, ,2, , 4, 2,   , 5000, 25000,11000, 7000,  500,    0, 1000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,2,26,  300,    0,   0,    0, 6000,    0,    0,    0,    0,    0,   0,   0,    0,  420,  0,  0, 60, 0,  0,   0,  50, 5000,   0,  0,    0,  130,   0, 200,  50,  40,   20, ,  100,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  425,  0,  0, 55,  0,  0,  0,   0,    0,    0,   0,    0, 136, 350, 150,  10,   35,  20, , 100, 400,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  425,  0,  0, 50,  0,  0,  0,   0,  10,  25,  0,   0,  140, 350, 100,   0, 200,   0,2,  800,  800,   0,  200,   0,   0,   0,   0,   0,    0,    0,   0,   0, 425,  0,  0, 60,  0,  0,  0,   0,    0,  20,  0,   0, 140,   0, 200,  20,  50,  50,2, 3,3, , , ,          , , , , ,6, 300,   0,   0,   0,  800,3750,   0,   0,    0,   0,   0,   0,    0, 425,  0,  0,  60,  0,  0,   0,   0,  500,  20,  0,    0,  140,   0,  50,  10,  20,  20, ,1, , ,12,12,  250,   0,   0,   0,   0,   0, 250,    0,   0,   0,   0,   0,   0, 420,  0,  0, 60,  0,  0,  0,   0,    0,  100,  0,   0, 140,   0,  50, 100,  15, 600, ,1, , ,  ,  ,     ,1,1,1,2,2,9999,0,1,2,3,4,5, , , 4000,  5000,    , 441,    0,   0,  0,  75, 950,  57,    0,   0,    0,   0,   0,   0, 396,  0,  0,  60,  0,  0,  0,   0,  57,   46,  0,   0, 130,   0,  42,  64,   8, 195, ,     , 800,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 420,  0,  0,  60,  0,  0,  0,   0,    0,   0,  0,   0, 130,   0,  30, 100,  10,  30, ,3,1,  300,1,2, ,2,2,1.089205,613,5
1278,1,1,1, 1, 3, 3,1,2,2,2,1,13,1,13,2, ,2, 1,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,2,1980, 3,16,1, 1,2, ,1, , , , 7, 3,   , 2500,999999,11000,    0,    0,    0, 2500,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0,  600,   50,    0,    0,2,22,  300,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,24, 39,   0,  50,  600,  60,  0,   25,    0,  50,   0,  15,  10,   20,1,  400,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 22, 39,  0,  20, 1816,   80,   0,   25,   0,   0,  60,   0,   20,   0, , 460,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0, 22, 39,  0,   0,1816,  60,  0,   0,    0,   0,  40,   0,  20,   0,1,  426,   20,   0,  100,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0, 22, 39,  0,  20,    0,  60,  0,  25,   0,   0,  15,   0,  30,  15,1, 3,3, , , ,          , , , , ,0, 425,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0, 22, 39,   0,   0,   75,  60,  0,   25,    0,   0,  40,   0,  30,  30,1,1, , ,13,13,  400,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,  50,   0,  0,  0,  0, 22, 39,  0,   0,   40,   60,  0,  25, 100,   0,  30,   0,  20,  20,1,1, , ,  ,  ,     ,1,9,2, , ,    , ,1,2,3,4, , , ,  800,999999,    , 425,    0,   0,100,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0, 22, 39,  0,   0,   0,   60,  0,  25,   0,   0,  40,   0,  20,  20, , 2600, 400,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0, 22, 39,  0,  15,    0,  40,  0,  25,   0,   0,  30,   0,  20,  15, ,2,1,    0,2,1, ,1,1,1.089205,416,5
1279,2, ,3,10, 1, 3,2,2,2,1,1,10,1,30,2,1,2, 0,2,2,1,1, , ,          ,2,1,2,3, , ,          , , , ,          ,          ,          ,9,1982, 8,15,1, 2,2, ,1, , , , 4, 4,999, 2000, 35000, 2400,    0,    0,    0,  500,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 200,    0, 2000,    0,    0,    0,2,20,  218,    0,   0,    0,    0,    0,    0,    0,   40,    0,   0,   0,    0,    0,  0,  0,  0,18,  0,   0, 180,    0,  20,  0,    0,    0,   0,    ,    ,    ,     ,2,  468,   0,   0,    0,   0,   0,   0,    0,   19,    0,   0,   0,    0,    0,  0,  0,  0, 19,  0,  0, 156,    0,   30,   0,    0,   0,  10,    ,    ,     ,    , , 800,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0, 20,  0,  0, 200,   0,  40,  0,   0,    0,  20,    ,    ,    ,    ,2,  555,    0,   0,    0,   0,   0,   0,   0,  14,    0,    0,   0,   0,   0,  0,  0,  0, 18,  0,  0, 190,    0,  25,  0,   0,   0,  10,    ,    ,    ,    , ,  , , , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.226112,418,6
