CASEID,lang,type,q13,q14,q14a,q15,q16,q17,q41,q12,q18,q19,q20,q21,q23,q24,q25,q26,q27,q28,q6pre,q7m1,q7m2,q7m3,q7m4,q8,q9m1,q9m2,q9m3,q9m4,q9m5,q9m6,q10m1,q10m2,q10m3,q10m4,q10m5,q10m6,q11,q36yy,q36mm,q36dd,q31,q38,q32,q33,q35,q35b,q29pr,q29,q39,q40,q6,q22,q30,q1d,q1e,q1f,q1g,q2sav,q2a2,q2b2,q2c2,q2d2,q2e2,q2f2,q2g2,q2h2,q2i2,q2j2,q2k2,q3a,q3c,q3f,q3e,q3h,q3j,q3k,q3l,q3m,sex,age,o4a,o4b,o4c,o4d,ogvtl,ogovb,oothl,opvtl,o4e,o4f,o4g,o4h,o4i,o5a,o5b,o5c,o5d,o5e,o5f,o5e1,o5g,o5j,o5i,o5h,o5k,o5l,o5m,o6a,o6b,o6c,o6d,ochan,n4a,n4b,n4c,n4d,ngvtl,ngovb,nothl,npvtl,n4e,n4f,n4g,n4h,n4i,n5a,n5b,n5c,n5d,n5e,n5f,n5e1,n5g,n5j,n5i,n5h,n5k,n5l,n5m,n6a,n6d,n6b,n6c,nchng,d4a,d4b,d4c,d4d,dgvtl,dgovb,dothl,dpvtl,d4e,d4f,d4g,d4h,d4i,d5a,d5b,d5c,d5d,d5e,d5f,d5e1,d5g,d5j,d5i,d5h,d5k,d5l,d5m,d6a,d6d,d6b,d6c,dhang,j4a,j4b,j4c,j4d,jgvtl,jgovb,jothl,jpvtl,j4e,j4f,j4g,j4h,j4i,j5a,j5b,j5c,j5d,j5e,j5f,j5e1,j5g,j5j,j5i,j5h,j5k,j5l,j5m,j6a,j6d,j6b,j6c,jhang,jgrad,jperf,jabovm1,jabovm2,jabovm3,jabovm4,jbelom1,jbelom2,jbelom3,jbelom4,gasst,f4a,f4b,f4c,f4d,fgvtl,fgovb,fothl,fpvtl,f4e,f4f,f4g,f4h,f4i,f5a,f5b,f5c,f5d,f5e,f5f,f5e1,f5g,f5j,f5i,f5h,f5k,f5l,f5m,f6a,f6d,f6b,f6c,fchn1,fchng,fchn3,fchn4,fwrk,fwrk2,m4a,m4b,m4c,m4d,mgvtl,mgovb,mothl,mpvtl,m4e,m4f,m4g,m4h,m4i,m5a,m5b,m5c,m5d,m5e,m5f,m5e1,m5g,m5j,m5i,m5h,m5k,m5l,m5m,m6a,m6d,m6b,m6c,mchan,mcarv,mcars,mcarg,mcary,mcarm,mmarv,mcomp,mcom3,mcom2,mcom4,mcom5,mcom6,mcom7,melism1,melism2,melism3,melism4,melism5,melism6,melism7,melec,masst,mcage,a4a,a4b,a4c,a4d,agvtl,agovb,aothl,apvtl,a4e,a4f,a4g,a4h,a4i,a5a,a5b,a5c,a5d,a5e,a5f,a5e1,a5g,a5j,a5i,a5h,a5k,a5l,a5m,a6a,a6d,a6b,a6c,achan,aborr,y4a,y4b,y4c,y4d,ygvtl,ygovb,yothl,ypvtl,y4e,y4f,y4g,y4h,y4i,y5a,y5b,y5c,y5d,y5e,y5f,y5e1,y5g,y5j,y5i,y5h,y5k,y5l,y5m,y6a,y6d,y6b,y6c,ychan,yamte,yspex,ycred,ydone,ynxty,ynore,yaend,ybend,wgt,iarea,prov
1258,1,2,3, 5,  , 1,1,1,2,2,1,30,1,30,1, ,1, 0,2,2,2, , , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,2,1980, 7, 1,1,98,2, ,1, , , , 3, 3,   , 4000,999999,    0,    0,    0,    0, 4000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  400,   0,  400, 6000,    0,    0,    0,1,22,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  150,  0,  0,  0,44,  0,   0,  40, 2130, 200,  0,    0,    0,   0,  75,   0,   4,   50,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  200,  0,  0,  0, 41,  0, 21,  11,  450,   98,   0,    0,   0,  26, 163,  37,    0,  29, ,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  300,  0,  0,  0, 40,  0,  0,   0,2500,  40,  0,   0,    0,   0, 200,  50,   0,  50,1,    0,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 300,  0,  0,  0, 42,  0,  0,   0, 1000,  56,  0,   0,   0,  79, 200,  50,   0,  40,1, 4,2,1, , ,          , , , , ,0,   0,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 300,  0,  0,   0, 40,  0,   0,   0, 1500,  40,  0,    0,    0,   0, 100,  15,  40,  40,1,1, , , 0, 0,    0,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 300,  0,  0,  0, 39,  0,  0,   0, 2000,   40,  0,   0,   0,  75,  40,  10,   0,  40,1,1,1,1,10,  ,99999,1,1,4,2,2,1600,2,3, , , , , , ,99999,  1000,99.9,   0,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 300,  0,  0,   0, 40,  0,  0,   0, 300,    8,  0,   0,   0,   0, 350,  30,   0,  30, ,    0, 500,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 700,  0,  0,   0,  0,  0,  0,   0, 1000,  40,  0,   0,   0,   0, 100,   0,  34,   0,1,3,3,    0,2,1, ,1,1,0.886206,403,2
1259,1,5,1, 1, 3, 3,1,2,2,2,1, 8,1, 8,2, ,2, 2,2,1,1,6, , ,          ,2,2,5,6, , ,          , , , ,          ,          ,          ,9,1981, 7,23,1, 1,2, ,1, , , , 7, 3,999,99999,999999,    0,    0,  250,    0, 1200, 2000,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 850,    0, 5000,    0,    1,   75,2,21,  250,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,  110,   1,  0,    0,    1,   0,   1,   1,   1,    1, ,  276,   0,   0,   12,   0,   0,   0,  108,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,  153,   33,   0,    0, 224,   0,  30,   0,   12,  18, , 400,   0,   0,    0,   0,   0,   0,  200,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0, 100,  50,  0,   0,  300,   0,  55,   0,  20,  30,1,  250,    0,   0,   60,   0,   0,   0, 200,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0, 1700,  50,  0,   0, 400,   0,  30,   0,  10,  25,1, 2,3, , , ,          , , , , ,0, 350,   0,   0,   0,    0,   0,   0, 100,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,  150,  50,  0,    0,  400,   0,  30,   0,  20,  20,1,1, , ,10,10,  300, 300,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,  100,   30,  0,   0, 300,   0,  50,  70,  45,   0,1,1, , ,  ,  ,     ,1,1,3,1,1,2000,3,1,2,3,4,5,7, ,  900,  3000,    , 200,    0,   0,  0,   0,   0,   0,   45,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0, 120,   30,  0,   0, 300,   0,  70,  16,   5,  25, ,    0, 433,    0,   0,   0,   0,   0,   0,  150,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0, 1200,  51,  0,   0, 440,  70,  60, 175,  10,  35, ,2,1,99999,2,1, ,1,1,0.415416,204,4
1260,1, ,1, 4, 3, 2,1,2,2,2,1,25,1,25,2, ,1, 2,2,2,1,1, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1982, 3, 9,1, 1,2, ,1, , , , 7, 3,  0, 5000,999999,    0,    0,  400,    0, 1000, 1500,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 300,    0,    0,    0,    0,    0,2,20, 1000,  206,   0,    0,    0,    0,    0,     ,    0,    0,   0,   0,    0,    0,  0,  0, 28, 0,  0,   0,   0,    0, 238,  0,    0,    0,   0,  23,  20,  20,   31, ,  920,  89,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0, 25,  0,  0,  0,   0,    0,  178,   0,    0,   0,   0,  21,  11,   12,   9, , 950,  98,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0, 24,  0,  0,  0,   0,   0, 160,  0,   0,    0,   0,  18,  10,   9,   9, , 1000,  150,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0, 25,  0,  0,  0,   0,    0, 180,  0,   0,   0,   0,  20,  15,  10,  10,1, 6,3, , , ,          , , , , ,0, 920, 125,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,  40,  0,  0,   0,   0,    0, 138,  0,    0,    0,   0,  21,  55,  33,    , , , , ,  ,  , 1100,  92,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0, 40,  0,  0,  0,   0,    0,  155,  0,   0,   0,   0,  22,  45,   0,  33, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    , 980,   79,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,  40,  0,  0,  0,   0,   0,  173,  0,   0,   0,   0,  19,  46,   0,  27, ,     ,1000,  100,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  40,  0,  0,  0,   0,    0, 150,  0,   0,   0,   0,  20,  50,   0,  30,1,3,3,  600,2,1, ,2,2,0.415416,204,4
1261,2,2,3,98, 1, 3,2,2,2,2,1,40,1,40,1,2,1, 2,1,1,1,1, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1972, 7,11,2, 2,1,2,6, ,2, , 1, 1,  0, 5600, 50000, 9000,    0, 1000,97000,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,  300,    0,    0,    0,   0,    0,    0,    0,    0,    0,2,30,    0,    0, 230,    0,    0,    0,    0,  150,    0,    0,   0,1400,  152,  460,  0, 95, 21, 0,  0,   0,  20,  240,  34,120,    0,  405, 224, 261, 190,  30,  130,1,    0,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,1400,  152,  460,  0, 95, 21,  0,  0,  0,  75,    2,    4, 120,    0, 374, 224, 299, 101,  393,   0, ,   0,   0, 200,    0,   0,   0,   0, 1000,   0,   0,   0,1400,   0,58060,  0, 95,  0, 23,  0,  0, 400,   0,  25,100,   0,  300,  72,  75,  20,  20,  50,1,    0,  100,   0,  150,   0,   0,   0, 500,   0,    0,    0,1400, 152, 460,  0, 95, 21, 24,  0,  0,  50,    0,  50,100,   0, 500, 112, 220,  50,  84,  20,2, 2,2,1, , ,          , , , , ,0,   0,   0,   0,   0,    0,   0,   0, 800,    0,   0,   0,1400,  152, 460,  0, 95,  21, 24,  0,   0,  50,    0,  25,135,    0, 1200,   0, 390,  52,  20,  20, ,1, , , 0,40, 1739,   0,   0,   0,   0,   0,   0,  363,   0,   0,  13, 350,   0, 906,219, 95, 36,  0, 36,  0,  10,   25,   46,135,  50,1155, 375, 230,  10,  38,  10,2,1,2,1,96, 0, 7800,1,1,0,2,2,2600,1,1,2,3,4, , , , 1500,140000, 0.6, 852,    0,   0,  0,   0,   0,   0,  616,   0,    0,   5,1015,  74, 642,112,104,  29, 12, 18,  0,  25,   4,   41,135,  31,1119, 195, 301,  29,  99,  14, ,     , 870,    0,   0,   0,   0,   0,   0,  506,   0,   0,   7, 796, 198, 628, 96, 72,  29, 12, 18,  0,  42,    7,  33,135,  17,1342, 364, 282,  34,  97,  13, , , ,     , , , , , ,1.226112,514,6
1262,1, ,3,98, 3, 1,1,1,2,2,1,30,1,30,1, ,2, 1,2,2,2, , , ,          ,2,1,3, , , ,          , , , ,          ,          ,          ,2,1979, 9, 6,1, 1,2, ,1, , , , 3, 3,   ,99999,999999, 4000,    0,    0,    0, 3000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,  600,    0,    0,   0,  100, 2000,    0,  300,    0,2,23,  300,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,   68,  0,  0, 28, 0,  0,   0,  86,    0,  66,  0,    0,    0,   0,   0,   0,  10,    0, ,  300,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  100,  0,  0,  0,  0,  0,  0,   0,    0,   50,   0,    0,   0,   0,   0,   0,    0,  20,1, 285,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   57,  0,  0, 24,  0,  0,  0,  48,   0,  45,  0,   0,    0,   0,   0,   0,   9,   9, ,  300,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0, 50,  0,  0,  0, 100,    0,  50,  0,   0,   0,   0,   0,   0,  20,   0,1, 5,3, , , ,          , , , , ,0, 300,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 100,  0,  0,   0,  0,  0,  20,   0,    0,   0,  0,    0,    0,   0,  40,   0,  20,  20,1,1, , ,15,15,  477,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  64,  0,  0,  7, 27,  0,  7,   0,    0,   27,  0,   0,   0,   0,  40,   0,   7,  15, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    , 500,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 100,  0,  0,   0, 40,  0,  0,   0,   0,   30,  0,   0,   0,   0,  50,   0,   0,   0,1,    0, 500,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  20, 40,  0,  0,   0,    0,  50,  0,   0,   0,   0,  20,   0,   0,  20,1,3,1,    0,1,1, ,1,1,0.688162,780,2
1263,1,2,1, 2, 5, 5,2,1,2,2,1,40,1,40,1,2,1, 2,1,1,2, , , ,          ,1, , , , , ,          ,1, , ,          ,          ,          ,1,1964, 5,14,2, 1,1,2,2, ,2, , 1, 3,   ,13000,100000,    0,26000,    0,75000,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    1,    1,    1,   1,    0,  750, 1000, 4000,    1,1,38, 2600,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0, 1200, 35,  0, 50,40, 40,   0,   0,  120, 240,800,  100,  500, 800,1000,   0, 200,   40,1, 3950,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  500, 40, 50, 30, 30, 30,  0, 200,    0,  200, 760,  100, 400, 900,1600,   0,   80, 400, ,4000,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 1000, 30, 30, 25,  0, 30, 45, 300,   0, 160,700, 150,  500, 900, 400,   0,   0,  80,1, 3960,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 800, 40, 60, 30, 30, 30, 50, 250,  100, 100,700, 100, 300,   0,1200,   0, 200,  80,1, 2,3, , , ,          , , , , ,0,4000,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 800, 50, 75,  25, 40, 45,  35,   0,  425, 120,750,  150,  400,   0,2000, 160, 120,  30,1,1, , ,40,40, 3960,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 600, 40, 50, 30, 40, 40, 80, 200,    0,  120,600, 150, 400,   0,1000,   0, 120,  80,1,1,2,1,99, 0,22000,1,1,0,2,2,1500,5,1,2,3,4,6, , , 1600, 60000, 0.3,3960,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 600, 40, 60,  25, 40, 30,100, 100,   0,  160,700, 150, 400, 700,1000,   0, 300,  80, ,    0,3960,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 400, 30, 45,  30, 40, 40,120,   0,    0, 160,780,  50, 400,1200,1600,   0,   0,  80, ,3,3, 1800,1,8,8,1,1,0.534970,204,4
1264,1,1,1, 3, 3, 4,1,2,2,2,1,20,1,20,1, ,1, 1,2,2,2, , , ,          ,2,5, , , , ,          , , , ,          ,          ,          ,1,1979,12,11,1, 1,2, ,1, , , , 4, 3,   , 4000, 35000,18000,    0,  500,  500, 2500,    0,    0,   0, 8800,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0, 3000,    0,    0,    0,    0,2,23,  800,    0,   0,    0, 5139,    0,    0,    0,    0,    0,   0,   0,    0,  295, 50, 25, 30,30, 20,   0,  50, 5500,  60,  0,    0,    0,   0, 300,  75, 250,  275, ,  450,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  295, 50, 15, 20,  0, 10,  0,  20,   20,   60,   0,    0,   0,  20, 300, 100,   50,  50, , 300,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  295, 50, 30, 20,  0, 15,  0,  20,  20,  50,  0,   0,    0,   0, 200,  50,  20,  50,1,  200,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 295, 50, 50, 30,  0, 10,  0,  10,   20,  75,  0,   0,   0,   0, 200,  50,  20, 100,1, 4,3, , , ,          , , , , ,1, 500,   0,   0,   0,  529,3000,   0,   0,    0,   0,   0,   0,    0, 295, 80, 50,  40,  0, 10,  30,  20,  500, 250,  0,    0,    0,   0, 500, 200, 200, 200,1,2,4,1,20,15,  400,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 295, 50, 50, 20,  0, 10,  0,   0,   20,   50,  0,   0,   0,  20, 250,  50, 100,  50,1,1,1,1,  , 4, 2500,1,1,4,2,1, 100,4,1,2,3,6, , , ,  750,  1500, 1.3, 400,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 295, 50, 50,  30,  0, 15,  0,  50,  40,   75,  0,   0,   0,  50, 200,  50, 100,  75, , 5300, 200,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 295, 50, 50,  30,  0, 10, 10,  50,    0,  50,  0,   0,   0, 150,  60,  30,  20,  20, ,9,3,  250,1,8,8,1,1,1.089205,905,5
1265,2,1,1, 2, 2, 1,2,1,2,2,1,26,1,35,1,2,1, 1,2,1,2, , , ,          ,2,1, , , , ,          , , , ,          ,          ,          ,2,1972, 8,12,1, 2,2, ,3, ,2, , 1, 1,   ,99999, 20000,    0,  400,    0,    0,    0,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   50,    0,   0,    0,  675,    0,    0,    0,2,30, 1000,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,    0,  340, 40,  0, 35,34, 39,   0,  40,    0, 120,  0,   50,  560,   0, 100,  20,   0,    0,1, 1000,   0,   0,    0,   0,   0,   0,    0,    0,    0,   0,   0,    0,  340, 40,  0, 35, 34, 39,  0,  40,    0,  120,   0,   50, 400,   0, 100,   0,   20,   0, ,1000,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  340, 40,  0, 35, 34, 39,  0,  40,   0, 120,  0,  50,  400,   0, 100,   0,  20,   0, , 1000,    0,   0,  100,   0,   0,   0,   0,   0,    0,    0,   0,   0, 340, 40,  0, 35, 34, 39,  0,  40,    0, 120,  0,  50, 560,   0, 120, 120,  40,   0,1, 5,3, , , ,          , , , , ,0,1200,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0, 340, 40,  0,  35, 34, 39,   0, 100,   70, 120,  0,   50,  200,   0, 120,   0,   0,   0,1,1, , ,28,38, 1600,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 340, 50,  0, 35, 34, 40,  0,  40,    0,  120,  0,  50, 200,   0, 120,   0,  40,   0, ,1,2,1,98, 0,99999,1,1,0,2,1,1500,0,1,2,6, , , , ,99999,999999, 0.4,1600,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0, 340, 50,  0,  35, 34, 40,  0,  60,   0,  120,  0,  50,   0,   0, 120,  35,  30,   0, ,    0,1000,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0, 340, 45,  0,  48, 49, 40,  0,   0,    0, 120,  0,  50,   0,   0, 100,   0,  40,   0, ,3,3,    0,2,1, ,1,1,1.226112,450,6
1266,2, ,1, 9, 3, 1,1,1,2,2,1,20,9,  , , ,2, 1,2,2,2, , , ,          ,9, , , , , ,          , , , ,          ,          ,          ,1,1974, 6,24,1, 2,2, ,1, , , , 6, 5,   , 4000, 35000,    0,    0,    0,    0, 4000,    0,    0,   0,    0,    0,    0,    0,    0,   50,    0,    0,    0,  100,  400, 200,   40, 1200,    0,    0,    0,1,28,  550,    0,   0,    0,    0,    0,    0,    0,    0,    0,   0,   0,  100,  150,  0,  0,  0, 0,  0,   0, 100,   75,  60,  0,    0,    0,   0, 200,  25,  50,    0, ,  550,   0,   0,    0,   0,   0,   0,    0,  200,    0,   0,   0,    0,  200,  0,  0,  0,  0,  0,  0, 200,  100,   75,   0,    0,   0,   0,  40,   0,   10,  60, , 600,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,  200,  0,  0, 15,  0,  5,  0,  50,  75, 100,  0,   0,   60,   0, 150,   0,  40,  40,1,  600,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0, 150, 20,  0, 15,  0,  0,  0,  25,   50,  50,  0,   0,   0,   0,  20,   0,   5,  10,2, 5,3, , , ,          , , , , ,0,    ,    ,    ,    ,     ,    ,    ,    ,     ,    ,    ,    ,     ,    ,   ,   ,    ,   ,   ,    ,    ,     ,    ,   ,     ,     ,    ,    ,    ,    ,    , , , , ,  ,  ,     ,    ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,   ,   ,   ,   ,    ,     ,     ,   ,    ,    ,    ,    ,    ,    ,    , , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,    ,     ,    ,   ,    ,    ,    ,     ,    ,     ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,    ,     ,   ,    ,    ,    ,    ,    ,    ,    , ,     ,    ,     ,    ,    ,    ,    ,    ,     ,    ,    ,    ,    ,    ,    ,   ,   ,    ,   ,   ,   ,    ,     ,    ,   ,    ,    ,    ,    ,    ,    ,    , , , ,     , , , , , ,1.578969,819,6
1267,1,4,1, 1,99, 1,1,2,2,2,2,  ,1,20,2, ,2, 0,2,2,1,8, , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1983, 7,19,1, 1,2, ,1, , , ,99,99,  0, 1300,999999,    0,    0,    0,    0, 1500, 1500,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0, 300,  100,    0,    0,    0,    0,2,19,    0,    0,   0,    0,    0,    0,    0,    0,  600,    0,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0, 1000, 100,  0,    0,    0, 100,  40,  60,  40,   40,1,  460,   0,   0,    0,   0,   0,   0,    0,  186,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,   80,   79,   0,    0,   0,  40,  48, 128,   85,  50, , 500,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0,   0,   0,  80,  0,   0,    0,   0,  20,  80,  80, 100,1, 1000,    0,   0,    0,   0,   0,   0,   0,   0,    0,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  60,  0,   0,   0,  20,  80, 400,  80,  20,1, 5,3, , , ,          , , , , ,0,   0,   0,   0,   0,    0,   0,   0,   0,    0,   0,   0,   0,    0,   0,  0,  0,   0,  0,  0,   0,   0,   20,  80,  0,    0,    0,  30,  40,  40,  80,  20,1,1, , ,25,25,    0,   0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,   70,  0,   0,   0,  50,   0,  80,   0,  80, , , , ,  ,  ,     , , , , , ,    , , , , , , , , ,     ,      ,    ,1000,    0,   0,  0,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,  50,   75,  0,   0,   0,  10, 200,1200, 400, 280,1,    0,1000,    0,   0,   0,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,   0,  0,  0,  0,   0,    0,  50,  0,   0,   0,   0,  60,  60,  40,  60,1,3,3,    0,2,1, ,2,2,0.415416,204,4
1268,1,4,1,11, 3, 4,1,2,2,2,2,  ,2,  , , ,2, 0,2,2,2, , , ,          ,3, , , , , ,          , , , ,          ,          ,          ,1,1977, 1, 1,1, 1,2, ,1, , , , 2, 2,   , 2000,999999, 4000,    0,    0,    0, 2000,    0,    0,   0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   0,    0, 5000,    0,    0,   50,1,25,  400,    0,   0,    0,    0,    0,    0,    0,    0,  176,   0,   0,    0,    0,  0,  0,  0, 0,  0,   0,   0,  110,  70,  0,    0,    0,   0,  10,   0,   0,   80,1,    0,   0,   0,   20,   0,   0,   0,    0,    0,    0,   0,   0,    0,    0,  0,  0,  0,  0,  0,  0,   0,    0,   50,   0,    0,   0,   0,  10,   0,    0,  10,1,   0,   0,   0,   30,   0,   0,   0,    0,   0, 178,   0,   0,   0,    0,  0,  0,  0,  0,  0,  0, 345,   0,  50,  0,   0,    0,   0,  10,   0,   0,  85,1,    0,  200,   0,   50,   0,   0,   0,   0,   0,  176,    0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,  55,  0,   0,   0,   0,  10,   0,   5,   2,1, 5,3, , , ,          , , , , ,0,   0,   0,   0, 200,    0,   0,   0,   0,    0,   0,   0,   0,   50,   0,  0,  0,   0,  0,  0,   0,   0,  100,  60,  0,    0,    0,   0,  15,   0,   0,   0,1,2,3,2, 0, 0,    0,   0,   0,  80,   0,   0,   0,    0,   0,   0,   0,   0,   0,   0,  0,  0,  0,  0,  0,  0,   0,    0,   60,  0,   0,   0,   0,  10,   4,   3,   0,1,1, , ,  ,  ,     ,1,1,2,2,2,2405,2,1,5,7, , , , ,  800,   200,    ,   0,    0,   0,100,   0,   0,   0,    0,   0,    0,   0,   0,   0,   0,  0,  0,  30,  0,  0,  0,   0,   0,   50,  0,   0,   0,   0,  10,   0,   0,   3, ,    0,   0,    0,   0,  80,   0,   0,   0,    0,   0,   0,   0,   0, 150,   0,  0,  0,  30,  0,  0,  0,   0,    5,  80,  0,   0,   0,   0,  15,   0,   5,  15, ,3,3,99999,1,1, ,2,2,1.402663,705,5
